strata_id,cluster_id,number_of_individual,individual_id,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,strata_y,strata_cohort,strata_sub,base_weight,pr,y,SEQN
1,1,137,27,-0.039,-0.841,1.015,0.055,-0.579,-0.218,-0.109,-0.411,1.927,-0.493,1,1,0,1,1,0,1,1,1,1,1,0,0,3.4693430656934305,0.9484914004911604,1.550426179714364,27
1,1,137,28,0.69,-0.786,-1.81,-1.151,-0.064,-2.64,2.175,-0.444,0.219,0.74,0,0,1,0,1,0,1,1,1,1,1,0,0,3.4693430656934305,0.16863097087193044,-2.3179557057012325,28
1,1,137,29,0.028,-0.107,-0.88,0.412,-0.676,-0.048,0.235,-0.212,-1.429,0.417,0,1,1,1,0,0,0,0,1,0,1,0,0,3.4693430656934305,0.1326523533367467,-1.4604419100913262,29
1,1,137,30,-0.743,0.217,-1.502,-0.809,-1.236,0.048,1.067,0.342,-1.405,-0.295,1,1,1,1,1,1,0,0,0,1,1,0,0,3.4693430656934305,0.7225071097770293,1.8069974525652803,30
1,1,137,31,0.189,-0.127,0.765,-1.213,1.347,-0.296,-0.33,0.874,-0.067,-0.773,1,1,0,0,1,1,1,0,1,1,1,0,0,3.4693430656934305,0.8801627169973396,3.8410928236905066,31
1,1,137,32,-1.805,0.627,0.838,0.643,0.475,-0.61,-1.024,1.612,-0.062,-0.252,0,0,0,0,0,1,0,1,1,1,1,0,0,3.4693430656934305,0.994347405183032,3.523893480731433,32
1,1,137,33,1.466,-0.386,-0.186,1.153,1.428,0.526,-1.369,1.426,1.73,-1.398,1,0,0,0,0,0,1,1,0,0,1,0,0,3.4693430656934305,0.8641081925819684,1.0414453125038579,33
1,1,137,34,0.153,-1.427,0.401,2.288,0.458,-0.345,1.197,-0.508,1.356,-0.617,1,1,1,1,1,0,1,1,0,1,1,0,0,3.4693430656934305,0.8859649919982602,1.4902427123312876,34
1,1,137,35,2.173,0.226,0.24,1.081,0.235,-2.548,-0.305,0.232,0.415,1.301,0,1,0,0,1,0,0,1,0,1,1,0,0,3.4693430656934305,0.01585823471061596,-5.436337733885643,35
1,1,137,36,0.476,-0.819,-0.133,-0.294,0.098,0.769,-0.38,-1.405,0.642,-0.658,0,0,1,0,1,1,1,1,1,0,1,0,0,3.4693430656934305,0.24705223734776105,-2.469763768960503,36
1,1,137,37,-0.71,-0.847,-0.247,-0.196,-1.942,-0.591,0.009,1.526,0.836,1.155,1,1,0,1,1,1,0,0,1,0,1,0,0,3.4693430656934305,0.9732537860648902,2.89559823890904,37
1,1,137,38,0.611,-1.984,0.912,0.932,0.182,1.627,-0.459,0.073,0.262,1.68,1,0,1,1,0,1,1,1,0,1,1,0,0,3.4693430656934305,0.9889268701732856,2.2659051869668874,38
1,1,137,39,-0.934,-0.813,1.002,0.074,-0.669,-0.003,-0.982,0.691,-1.126,2.011,1,1,0,0,0,0,1,1,1,0,1,0,0,3.4693430656934305,0.977286312565181,3.9633478788673453,39
1,1,137,40,-1.254,1.462,-1.035,-0.824,0.524,-0.206,0.363,0.574,0.056,0.912,1,0,1,1,1,1,0,0,0,1,1,0,0,3.4693430656934305,0.9896286948901946,4.216346658966802,40
1,1,137,41,0.291,0.613,1.605,0.927,0.683,-0.015,-0.439,0.015,0.29,-1.423,1,1,1,1,1,1,0,1,0,1,1,0,0,3.4693430656934305,0.5625732164846952,1.3284043607049043,41
1,1,137,42,-0.443,0.299,-0.307,-0.604,0.95,0.085,1.805,1.524,-1.801,0.643,1,1,0,1,1,0,1,1,0,1,1,0,0,3.4693430656934305,0.9369820163252454,3.8626932381924215,42
1,1,137,43,0.001,-0.48,-0.78,-1.024,1.169,-0.608,-0.29,0.496,-0.085,-0.986,0,0,0,0,1,1,0,0,0,0,1,0,0,3.4693430656934305,0.8014279310495832,2.0252867470212017,43
1,1,137,44,0.074,2.457,0.717,-1.885,-1.218,0.294,-0.369,0.299,-0.744,1.169,1,1,0,0,0,1,0,0,1,0,1,0,0,3.4693430656934305,0.9997054278413413,8.571973966691543,44
1,1,137,45,-0.59,-0.739,-1.69,-0.419,0.194,0.429,-1.909,0.068,0.912,0.465,1,1,0,1,1,0,0,1,1,0,1,0,0,3.4693430656934305,0.9645303517355848,4.516453826667953,45
1,1,137,46,-0.569,-0.555,0.897,-0.127,0.262,-0.219,0.176,1.47,0.275,1.286,0,1,1,1,0,0,1,1,0,1,1,0,0,3.4693430656934305,0.40440789112109027,1.7359428676092221,46
1,1,137,47,-0.135,0.296,-0.077,0.301,-1.619,0.803,-0.387,-0.487,1.453,-0.837,0,1,1,1,0,1,0,0,1,0,1,0,0,3.4693430656934305,0.1861018620042861,-3.0253795929286653,47
1,1,137,48,1.178,0.694,-1.35,1.134,-1.002,-1.901,1.725,2.035,-1.121,1.455,0,0,0,1,0,1,1,1,0,1,1,0,0,3.4693430656934305,0.3301468283714857,-1.4849988276961326,48
1,1,137,49,-1.524,-0.553,-1.318,0.528,-0.336,-0.555,-0.511,0.298,0.681,-1.223,1,0,1,0,1,1,1,0,1,1,1,0,0,3.4693430656934305,0.9524226436433367,2.679836679375751,49
1,1,137,50,0.594,-0.105,0.048,0.59,0.139,-1.714,-0.185,0.947,-0.881,0.657,1,1,0,1,1,0,0,0,0,1,1,0,0,3.4693430656934305,0.829751616467306,1.0645694811098219,50
1,1,137,51,0.333,1.146,-0.847,0.962,0.784,0.606,-0.607,-0.369,-0.356,0.688,0,0,0,0,0,1,0,0,1,1,1,0,0,3.4693430656934305,0.8598637699527089,3.356269987046945,51
1,1,137,52,1.063,0.197,-0.031,3.275,-0.121,-1.082,1.103,1.028,-0.096,0.607,0,1,0,0,1,0,1,0,0,1,1,0,0,3.4693430656934305,0.12782275907487323,-3.5473505017763354,52
1,1,137,53,-0.304,-0.515,-0.443,0.141,-0.409,0.309,0.48,-2.301,0.411,0.191,1,1,1,0,0,1,1,0,0,1,1,0,0,3.4693430656934305,0.6761354271066737,-0.10447843649964861,53
1,1,137,54,0.37,-0.442,-0.129,-0.501,1.441,1.248,0.628,1.323,0.72,-0.332,1,1,0,0,1,0,0,1,0,0,1,0,0,3.4693430656934305,0.8799764263623823,3.207312066286142,54
1,1,137,55,0.267,-0.949,-1.114,0.453,0.258,0.732,0.102,1.168,0.083,-0.334,1,1,1,0,1,1,0,0,1,0,1,0,0,3.4693430656934305,0.6900694379892618,0.1218579928320247,55
1,1,137,56,-0.543,1.309,-0.047,-1.669,0.22,-0.873,0.098,-0.145,2.065,-0.78,0,1,1,0,1,0,0,1,0,1,1,0,0,3.4693430656934305,0.7243861766998286,0.09244681446047853,56
1,1,137,57,1.208,-0.738,-0.831,0.463,-0.482,-0.461,0.15,0.925,0.071,0.47,0,1,1,1,1,1,1,0,0,1,1,0,0,3.4693430656934305,0.024020989929622018,-4.086387136028796,57
1,1,137,58,1.16,-0.168,1.309,-0.124,0.478,-1.114,1.331,-0.702,0.453,-1.66,1,0,1,0,0,0,1,1,1,1,1,0,0,3.4693430656934305,0.5087658388507071,-2.2359202696730343,58
1,1,137,59,0.7,-0.722,-1.609,-1.018,-2.733,-2.055,1.418,0.898,0.553,-0.09,0,1,1,0,0,0,1,0,1,1,1,0,0,3.4693430656934305,0.06227637913239431,-2.0553235347354706,59
1,1,137,60,1.587,-0.101,1.075,1.584,-1.68,0.91,-1.083,0.769,0.218,1.541,1,1,1,0,0,1,1,0,1,1,1,0,0,3.4693430656934305,0.19624098827784306,-1.949245086523379,60
1,1,137,61,0.558,-0.331,0.616,-0.393,0.49,-0.832,0.847,-0.7,-0.509,-0.849,1,0,1,1,0,1,0,0,0,1,1,0,0,3.4693430656934305,0.6722554588524401,0.5861665436999326,61
1,1,137,62,-1.277,1.051,-1.421,-0.526,-0.116,0.907,-2.108,-0.003,2.436,-1.809,0,0,0,0,0,0,0,1,1,1,1,0,0,3.4693430656934305,0.992040864787104,8.029808899926218,62
1,1,137,63,-0.573,-0.553,-2.411,-2.133,-1.59,1.208,-2.617,-0.908,-1.802,-0.246,0,1,0,0,0,0,1,0,0,1,1,0,0,3.4693430656934305,0.8346091331057999,2.4836012902748577,63
1,1,137,64,-1.225,1.916,1.484,0.769,1.136,1.332,-0.14,0.866,1.934,-1.677,0,1,1,1,0,1,0,1,1,0,1,0,0,3.4693430656934305,0.9864523102651284,3.747190538324544,64
1,1,137,65,-0.473,1.096,0.02,-1.547,0.275,-1.037,0.099,-0.309,-1.364,0.617,1,1,0,1,1,0,0,0,1,1,1,0,0,3.4693430656934305,0.9789804547839549,3.66364570855618,65
1,1,137,66,-0.62,-0.06,0.368,0.715,-3.087,-0.243,0.5,0.187,-1.862,0.221,0,0,1,1,0,0,0,1,0,1,1,0,0,3.4693430656934305,0.6011940848127819,-0.6915786859054109,66
1,1,137,67,0.042,-1.28,0.373,0.178,-0.663,-2.945,0.275,-1.753,-1.472,-1.941,0,0,1,1,1,1,1,0,0,1,1,0,0,3.4693430656934305,0.672880664039918,1.6444559795796652,67
1,1,137,68,-0.911,-1.472,-0.379,0.819,-0.863,1.211,0.99,-1.605,1.426,-0.891,0,0,1,0,0,0,0,0,1,0,1,0,0,3.4693430656934305,0.9591298676001372,3.7592175294047268,68
1,1,137,69,0.158,1.364,-1.964,0.692,-1.952,1.117,-1.47,0.998,0.959,0.372,1,1,0,0,0,1,0,0,0,0,1,0,0,3.4693430656934305,0.9795545777330186,4.422481748067096,69
1,1,137,70,-0.655,-3.007,0.227,-0.348,-0.206,0.804,1.625,0.812,0.208,0.639,0,0,0,1,1,1,1,0,0,1,1,0,0,3.4693430656934305,0.9999900595860062,9.96194407860837,70
1,1,137,71,1.767,1.469,1.072,0.669,-0.075,-0.237,0.895,-1.93,0.118,1.604,0,0,1,1,1,1,0,1,0,0,1,0,0,3.4693430656934305,0.09892771485791997,-0.7844336991294132,71
1,1,137,72,0.717,-0.712,0.066,-1.854,1.176,0.396,1.379,-2.096,-1.208,1.127,0,0,1,0,1,0,1,1,0,0,1,0,0,3.4693430656934305,0.14676365860388996,-1.720596644945516,72
1,1,137,73,0.91,-0.177,0.722,0.91,-0.564,0.474,0.078,1.087,2.747,-1.256,1,0,1,0,0,0,0,1,0,1,1,0,0,3.4693430656934305,0.5715485368532818,-0.5656404643177231,73
1,1,137,74,0.384,1.241,0.323,-0.183,-0.696,0.271,1.247,0.39,-0.624,0.111,1,1,1,1,0,1,1,1,1,0,1,0,0,3.4693430656934305,0.7896677640096476,0.7605750311520576,74
1,1,137,75,1.682,-0.714,-0.213,1.81,0.47,1.556,0.199,-0.557,-0.823,1.113,0,0,0,0,0,0,1,1,1,1,1,0,0,3.4693430656934305,0.15612320285118153,-1.9626155439332615,75
1,1,137,76,-0.636,-1.399,-0.091,0.399,-1.319,-0.073,1.791,-0.056,-0.973,-0.073,0,0,1,1,0,0,1,0,1,0,1,0,0,3.4693430656934305,0.9165251369208974,2.99378496977555,76
1,1,137,77,-0.462,-0.514,-0.606,0.901,-0.678,-1.158,-0.834,-0.344,0.294,0.498,0,1,0,1,1,1,0,1,1,1,1,0,0,3.4693430656934305,0.7949522137003154,0.5538935741541797,77
1,1,137,78,1.432,-1.427,-0.72,-1.161,-1.439,-0.999,1.446,-0.567,-0.133,-0.401,0,1,1,1,0,0,0,0,1,0,1,0,0,3.4693430656934305,0.06532475652050762,-2.1572387570902607,78
1,1,137,79,-0.651,0.244,1.05,-1.107,1.528,1.161,-0.716,-2.752,-0.871,0.253,1,1,0,0,1,0,1,0,1,0,1,0,0,3.4693430656934305,0.9467168017189893,3.092344062346473,79
1,1,137,80,-0.207,-0.975,0.852,0.536,-1.376,-1.411,0.417,-1.157,-2.2,0.362,1,1,0,1,1,1,0,0,0,0,1,0,0,3.4693430656934305,0.9652587328992023,3.9685333252729373,80
1,1,137,81,-0.393,-1.55,-0.287,-1.165,-1.807,1.586,1.062,0.67,-1.706,-0.013,1,1,1,0,1,1,0,0,1,0,1,0,0,3.4693430656934305,0.9508436191452755,4.251907619415896,81
1,1,137,82,-0.32,0.998,1.188,0.24,-0.27,0.145,-1.119,1.16,0.625,0.454,1,1,0,0,1,0,1,1,0,1,1,0,0,3.4693430656934305,0.9701957527166702,4.687572107691692,82
1,1,137,83,-0.279,0.057,-1.983,0.484,0.449,-0.42,-0.735,-1.609,0.11,1.511,0,0,0,0,1,0,1,0,1,0,1,0,0,3.4693430656934305,0.8491681967947857,2.004183018970834,83
1,1,137,84,0.494,0.662,0.801,1.001,0.699,1.242,-0.017,-0.825,1.954,-1.67,1,0,0,1,1,1,0,0,1,0,1,0,0,3.4693430656934305,0.9573477612441775,3.2269842068544112,84
1,1,137,85,-0.177,0.729,-1.387,0.032,0.578,-0.62,-0.252,1.934,0.109,0.168,1,1,1,1,1,1,1,0,0,1,1,0,0,3.4693430656934305,0.7058439869970866,-1.0687817013768603,85
1,1,137,86,-0.506,0.358,-1.291,-0.186,0.161,-0.326,-1.841,1.881,0.892,1.323,0,0,1,1,1,1,1,0,1,1,1,0,0,3.4693430656934305,0.5761545235797118,-1.5009563035619264,86
1,1,137,87,1.343,0.046,0.779,1.47,-1.508,0.164,2.708,1.258,0.488,0.165,0,0,1,1,1,0,0,1,1,1,1,0,0,3.4693430656934305,0.02883123104945404,-4.4382030554412495,87
1,1,137,88,-0.215,-0.438,-0.897,1.419,-0.428,-1.776,0.446,-0.904,-0.962,2.584,0,0,0,1,1,0,0,1,0,1,1,0,0,3.4693430656934305,0.8567662171034365,2.1639241435869563,88
1,1,137,89,-0.18,1.359,-1.833,-0.143,-1.29,0.862,-0.13,0.499,-0.852,-0.46,1,1,1,1,0,0,0,1,0,1,1,0,0,3.4693430656934305,0.8996845019430662,2.454085611828674,89
1,1,137,90,-0.1,0.371,-0.281,0.321,0.016,1.651,-0.237,-1.017,1.865,0.628,1,1,0,0,0,0,0,0,0,1,1,0,0,3.4693430656934305,0.9171685885440646,2.097189084023016,90
1,1,137,91,0.713,0.944,-0.159,1.523,-0.171,-0.598,0.802,0.799,-0.187,-0.137,1,0,1,0,1,1,0,0,1,0,1,0,0,3.4693430656934305,0.7933075353417574,2.863138533855893,91
1,1,137,92,-0.074,1.33,-0.495,1.404,-0.342,1.743,2.552,0.036,0.075,-0.186,1,0,0,0,0,1,0,1,1,1,1,0,0,3.4693430656934305,0.993371610420658,2.900902101256225,92
1,1,137,93,-0.038,-1.064,-1.018,0.814,-2.13,2.648,-0.864,0.332,0.771,1.017,1,1,1,1,1,0,0,1,1,1,1,0,0,3.4693430656934305,0.7919861019202697,0.5845914921295385,93
1,1,137,94,-0.682,-0.957,1.488,-2.657,-1.16,-3.209,1.199,-0.013,0.825,0.603,1,0,1,0,1,1,1,0,0,0,1,0,0,3.4693430656934305,0.9407377528018124,3.710086580832869,94
1,1,137,95,-0.324,-0.026,-0.831,0.055,1.026,-0.41,-0.778,-1.853,-0.049,-1.72,1,1,1,0,1,1,1,0,1,1,1,0,0,3.4693430656934305,0.6204641924370276,-1.318467817108798,95
1,1,137,96,0.06,0.114,-0.988,-0.168,-0.201,0.011,-0.025,0.13,-1.29,-0.326,0,0,1,0,0,1,0,1,1,0,1,0,0,3.4693430656934305,0.28086781206286293,-0.8149606021461487,96
1,1,137,97,-0.589,-0.822,0.867,-0.472,-1.11,-0.066,-0.145,0.31,-1.253,0.316,1,0,0,1,1,0,0,0,0,0,1,0,0,3.4693430656934305,0.9882435476659309,6.237620348708012,97
1,1,137,98,0.531,-0.435,1.603,-1.773,0.473,-0.045,0.326,-0.151,-1.107,1.478,0,1,1,0,1,1,1,0,1,0,1,0,0,3.4693430656934305,0.0626242253955971,-3.6149717674026367,98
1,1,137,99,-1.518,-0.082,0.038,0.935,0.561,-0.792,2.271,-1.311,0.319,-0.186,1,0,1,1,1,1,0,0,0,1,1,0,0,3.4693430656934305,0.9365271911023594,4.4368342668444285,99
1,1,137,100,0.307,-0.046,0.132,1.255,0.704,-0.722,-0.93,-0.405,1.598,-0.988,1,0,0,0,0,0,0,0,1,0,1,0,0,3.4693430656934305,0.9459335740665347,3.6917260967518075,100
1,1,137,101,-1.536,-0.516,-0.461,-0.362,1.763,1.947,0.874,2.088,-1.543,-0.561,0,1,0,1,0,0,0,0,0,1,1,0,0,3.4693430656934305,0.9708325020756,3.7178405015937686,101
1,1,137,102,-0.301,0.872,-0.676,0.614,-0.605,0.918,-0.865,-0.242,1.434,-0.519,1,1,1,0,0,0,0,1,0,1,1,0,0,3.4693430656934305,0.7735080981210053,0.9519268641660767,102
1,1,137,103,-0.528,1.329,-0.431,0.659,0.215,-0.552,0.081,0.454,-0.018,-0.259,1,1,0,1,1,1,0,0,0,0,1,0,0,3.4693430656934305,0.9885820385225949,4.508839967257825,103
1,1,137,104,-0.652,0.745,-1.16,-0.168,-0.217,-1.77,0.385,-0.632,-0.778,-0.424,0,0,0,0,1,0,0,1,0,0,1,0,0,3.4693430656934305,0.953729167666037,1.9771590139587396,104
1,1,137,105,-0.057,-0.282,1.625,0.194,0.848,0.912,1.08,-0.293,1.032,-0.57,1,1,1,0,1,1,0,1,1,0,1,0,0,3.4693430656934305,0.5752653883126673,0.4159315412471323,105
1,1,137,106,-1.914,-0.21,0.016,0.647,-0.848,1.751,-0.497,1.119,0.118,1.002,1,1,0,1,0,1,0,0,1,0,1,0,0,3.4693430656934305,0.9840927152135474,4.044760846156724,106
1,1,137,107,1.177,-1.293,-1.346,0.913,1.123,0.519,-1.086,-0.894,0.834,0.946,1,0,0,0,0,0,0,0,0,1,1,0,0,3.4693430656934305,0.9749543856211899,1.6019282251103975,107
1,1,137,108,-1.665,0.237,2.273,-2.022,-0.385,-1.87,-1.264,1.085,0.804,0.104,0,0,0,0,1,1,1,0,1,1,1,0,0,3.4693430656934305,0.9895744135842597,4.611851652641455,108
1,1,137,109,-0.464,0.662,0.122,-0.631,-1.021,-0.849,1.057,0.145,-0.864,-0.726,1,0,0,0,1,1,0,0,1,1,1,0,0,3.4693430656934305,0.9831942719461144,4.424127987516553,109
1,1,137,110,-1.116,0.148,0.747,0.154,0.89,0.53,0.069,-0.749,0.521,0.686,1,1,0,0,0,0,1,1,1,1,1,0,0,3.4693430656934305,0.9645913004359928,3.786627413591865,110
1,1,137,111,-0.751,-1.196,-0.949,1.843,-2.118,-0.235,0.641,0.085,0.49,-2.801,0,1,0,0,1,1,1,0,0,0,1,0,0,3.4693430656934305,0.9568621670560908,4.342360989468585,111
1,1,137,112,2.087,1.319,0.366,-0.398,0.178,0.593,-0.045,-0.626,-0.516,-0.697,1,1,1,0,1,1,1,1,1,1,1,0,0,3.4693430656934305,0.455022894171771,0.11536870215811768,112
1,1,137,113,0.017,-1.417,-0.135,0.324,-1.388,-0.816,0.971,1.13,0.465,-0.335,0,1,0,1,1,1,0,0,1,0,1,0,0,3.4693430656934305,0.8947995311329233,1.9765671147550672,113
1,1,137,114,-1.286,-0.498,-0.89,0.496,-0.931,-0.86,-1.313,0.347,-1.445,0.008,1,1,1,0,1,0,1,0,0,0,1,0,0,3.4693430656934305,0.8456453188784657,3.898068871596333,114
1,1,137,115,-1.641,0.828,-0.897,1.057,-0.262,-0.744,1.118,2.254,0.344,-1.172,1,0,1,0,1,1,0,0,1,1,1,0,0,3.4693430656934305,0.9705001663142458,2.226704335309149,115
1,1,137,116,0.45,1.549,-2.153,-0.207,0.797,0.463,-0.545,0.36,-1.93,0.524,0,0,1,1,1,1,1,1,1,0,1,0,0,3.4693430656934305,0.6606616069088521,0.9971628600308354,116
1,1,137,117,-0.019,-1.219,0.891,1.561,1.669,-1.41,-1.574,-1.855,1.312,0.958,0,0,0,1,1,1,1,0,1,0,1,0,0,3.4693430656934305,0.9364818202121472,4.687469589776185,117
1,1,137,118,-0.318,0.161,-2.215,0.931,0.18,0.709,-1.207,0.074,-0.302,-0.863,0,1,0,0,1,1,1,1,1,1,1,0,0,3.4693430656934305,0.6960935098023335,0.8792610718900299,118
1,1,137,119,-0.929,0.079,1.169,0.388,0.727,0.806,-0.949,2.078,-0.847,-1.176,1,0,0,1,1,1,1,0,1,1,1,0,0,3.4693430656934305,0.9837308866770554,5.130150991255371,119
1,1,137,120,-1.487,0.166,-0.376,-1.263,0.116,0.741,1.373,-0.84,-0.219,-0.42,1,1,0,0,1,1,0,0,0,1,1,0,0,3.4693430656934305,0.975431120053726,4.978488255061947,120
1,1,137,121,-1.075,2.353,0.396,-0.08,0.518,0.375,-0.268,0.667,-2.008,1.053,0,0,1,0,1,1,1,0,1,1,1,0,0,3.4693430656934305,0.9989453087366553,5.792625168521255,121
1,1,137,122,1,-0.52,0.173,-1.445,-0.667,-1.54,-1.205,0.852,-0.346,0.915,1,0,0,0,0,0,1,0,1,0,1,0,0,3.4693430656934305,0.9196235329792576,3.5060887437956945,122
1,1,137,123,-0.621,-0.764,1.452,1.17,0.539,0.953,0.409,-0.176,-0.547,1.585,0,1,1,0,0,0,1,0,1,1,1,0,0,3.4693430656934305,0.49813474575776173,0.6514828817001357,123
1,1,137,124,-1.384,0.093,-0.336,0.219,-0.596,1.104,-1.967,1.601,-1.333,-0.598,1,0,0,1,1,1,0,0,1,1,1,0,0,3.4693430656934305,0.9896410554040377,4.820592188368841,124
1,1,137,125,1.869,2.318,-0.151,1.041,1.573,0.473,0.881,0.407,-1.616,-1.587,1,0,1,1,1,1,1,0,0,1,1,0,0,3.4693430656934305,0.9907236450664486,4.737025692514715,125
1,1,137,126,0.425,-0.566,-1.15,-0.425,-1.215,0.561,1.439,0.226,-0.546,0.698,1,0,0,1,1,0,1,0,0,0,1,0,0,3.4693430656934305,0.9553062777325723,3.187571869924532,126
1,1,137,127,-0.239,-0.775,-0.092,0.857,1.22,-1.019,-0.012,1.133,-1.165,-1.233,0,1,0,1,1,1,0,0,0,0,1,0,0,3.4693430656934305,0.7765143555215293,0.9436310218568006,127
